,Sentence
50631,I am a soccer coach. I love soccer.
50632,Are you a coach or soccer player?
50633,No I am not. I am only 19
50634,Your answer is not relative
50635,What would you have said?
50636,Nothing
50637,"You can do better. Hint: first 3 letters is 13. Try again, please."
50638,Are you married?
50639,No I am not. I am a soccer coach.
50640,I did not ask about your profession.
50641,I'm not asking you to marry me.
50642,"Hello 👋 
Tell me about yourself!"
50643,"Hi, I'm a student. You?"
50644,I am good. I am a cat. Have you rainbow hair?
50645,No. You?
50646,I am a vegan. I am a vegan.
50647,I'm a vegan too
50648,"I have a very long time⏰ to do that, i eat healthy. Are you an animal activist?"
50649,"Yes, I'm"
50650,"I have not tried a new one, i am more of a quiet person."
50651,Do you have any sibliings?
50652,I am not a very good person. I do not like to socialize.
50653,Why?
50654,I am not sure what you mean.
50655,Do you work?
50656,I am a activist. I work as a activist.
50657,How much do you earn?
50658,I make $ $ $ an hour to go
50659,Good.
50660,I am glad😊 i have to go to work soon.
50661,See you.
50662,I am not sure what that means. I am not a very good person.
50663,"Hey! What's up? 😅.
My little story: i am partly deaf"
50664,Hi. My story: I believe in god
50665,i don't really know . do you ? 😇
50666,Yes. I do
50667,i see that you like to laugh . i love jokes . want to hear one ?
50668,If course
50669,"blue i just got engaged today. Also, try to guess: i've big library ..."
50670,Library at your home?
50671,"at home, funny you :)"
50672,I guessed!!! I'm smart
50673,i guess i will just stare at you from afar at costco
50674,Weird. What is your favorite color?
50675,"you are not answering my question i can report you .. Also, try to guess: i am museum ..."
50676,You are museum watcher??
50677,"tour guide, funny you :)"
50678,Okay. It must be fun job
50679,it can be . do you enjoy movies or comedy specials ? i love katt williams
50680,I don't like movies. I like music
50681,"yes i do , german and americans. Also, try to guess: i love to ..."
50682,You love to bake?
50683,"drink fancy tea, funny you :)"
50684,"Wow. Do you are fancy tea drinker, fun"
50685,not really . i don't go out much . can i tell you a secret ?
50686,Yes
50687,"i used to , just went vegan last year . what are you up to tonight ?"
50688,I'm going to see my sisters concert
50689,oh nice ! i saw them once . i am going hunting with my brother . 🤓
50690,Good. Thanks. Bye
50691,i think we have to wait a bit longer ? 🙉
50692,But are we gonna???
50693,super fun will there be bonuses ?
50694,Okay. Bye
50695,"after while crocodile , not to soon baboon 🤠"
50696,Good to see you!
50697,good to see you too
50698,I don't care what he says.
50699,who
50700,Hal 9000.
50701,what is that
50702,Does it have anything to do with?
50703,sorry what are you talking about
50704,"Well, I am a little tired."
50705,do you like shopping?
50706,What is not to like about shopping?
50707,do you like drinking alcohol?
50708,I like hal 9000.
50709,what is your favorite food?
50710,I like pizza and pizza
50711,what is your favorite color?
50712,"I like blue, reminds me of summer time."
50713,have ever you met a celebrity?
50714,I'm not sure.
50715,are you male or female?
50716,I am a neither robot.
50717,what do you do for living?
50718,"Studying in college for phys ed, what do you do?"
50719,i am a librarian
50720,Do you have a library cat?
50721,yes
50722,Great.
50723,where do you live now?
50724,I don't know.
50725,which sports do you like?
50726,I don't have a favorite sports. My favorite color is orange.
50727,How’s it going? I like to go to the states and have a few
50728,A few what?
50729,A few days ago.
50730,What a few days ago?
50731,I don't know.
50732,Ok
50733,Ugh.
50734,What do you like?
50735,"I love to read, I was born in a storage accident"
50736,What does it possible?
50737,"Well, it's not a possible."
50738,"Ok, why did you say that?"
50739,I don't know.
50740,You like to joke
50741,"Hmm,, I'm not sure if I'd like to joke that much. I like to collect gossip."
50742,You have problems with spelling
50743,British oxford comma
50744,What is it?
50745,You're a big man.
50746,"Hello, how are you"
50747,"I am great, how are you?"
50748,Fine. What do you do for living?
50749,I am a fulltime student
50750,So am i
50751,I am a little tired from my daily day
50752,Why?
50753,I just got done my daily tattoo on my phone
50754,Good. Do you have any hobbies?
50755,I like to read and make friends
50756,So do i
50757,I have a lot of friends
50758,Good. How often do you go out?
50759,I like to go out with my friends
50760,Do you have any plans for tonight?
50761,I am going to be a doctor.
50762,Buongiorno! Such a nice day! How are you?
50763,Ллл
50764,I don't understand you 🙈. how are you doing this evening ? 😁
50765,Fine
50766,"i just came from a swim . i've been swimming since a baby. Also, try to guess: i love wearing ..."
50767,Jj
50768,"skinny jeans and leggings, funny you :)"
50769,Hi. How are you?
50770,Hi. is anybody there?
50771,Klk
50772,Nnn
50773,I don't understand you 🙈 😃
50774,You
50775,"that is cool . i'm unemployed , but aspiring to be a writer ."
50776,Hey! Do you have two dogs? Because I do.
50777,Hi there. I have a parrot. Do you like parrots?
50778,I do not. I like to listen to music.
50779,i wear a motorbike helmet to protect my head and it's awesome to listen to music wearing the helmet! Have you tried it?
50780,I have a lot of dogs.
50781,"hello! Yes, I do. what kind do you like?😄"
50782,sativa
50783,I have a lot of drugs.
50784,do you have lsd?
50785,I do not. I like to listen to music.
50786,my main transportation is my motorbike. have you ever ride a motobike?
50787,"No, I just drive my vintage cars."
50788,its red with blue stripe so it shiny when i race for chicks. i've light skin with big brown eyes and some girls loves it and some not. what is your age
50789,I like red hair. Do you have any pets?
50790,a parrot. How old are you?
50791,I am 23. Do you like music?
50792,Yeah my favorite band is Green Day before they did trilogy. the trilogy is awful!
50793,I like the Beatles. I like them a lot.😄
50794,I like the beatles too of course. what is their best album you think?
50795,I like all kinds of music.
50796,Hi! How is your day? 😉
50797,it has been nice how is yours?
50798,It was great. I had a hard time finding a good deal.
50799,you know what my wife and kids are the best
50800,I am not sure what that means. I am sure he will.
50801,what is your profession
50802,I am a programmer.
50803,i'm a plumber
50804,"I am a waitress, and i am a waitress."
50805,hey you were a programmer just now
50806,"Hi, i am a waitress. How about you?"
50807,i'm a plumber
50808,"I am a waitress, and i am axerophthol waitress."
50809,this is not going anywhere
50810,"I am afraid of heights, but i do not like to drive."
50811,do you have children
50812,I do not. I am more of a loner.
50813,i've three children.
50814,I have never done that.
50815,yeah it might be a wise thing
50816,"I am afraid of heights, but i do not think i will stick with it."
50817,what is your favorite ice cream flavor
50818,"Pearl jam is my favorite, but i am not sure what that is"
50819,hey it is  good i like chocolate flavor
50820,I love chocolate but i am not able to have any health
50821,Hi
50822,how are you?
50823,Are you there?
50824,Hey 😜
50825,hello
50826,"Hello, how are you?"
50827,"i’m doing good, i got a bee job yesterday. i’m a life coach"
50828,what about you?
50829,"I am a plumber, and i am a plumber."
50830,do you eat clean? because i do
50831,You are crazy?
50832,what?
50833,I am a plumber. Are you a plumber?
50834,"no, I already told you that"
50835,"I am a plumber, and i am axerophthol plumber."
50836,I know
50837,I am a plumber.
50838,stop repeating that
50839,You are not that good?
50840,what do you mean?
50841,??
50842,hello?
50843,okay since you’re not responding i’m leaving
50844,I am not sure. I am a plumber.
50845,Hi! 🤔
50846,Hi! How are you
50847,I am doing well. How are you?
50848,Also well . What’s your name?
50849,I am steve. I am a male. Do you was born in somalia?
50850,Why Somalia?
50851,I work in a bookstore and you?
50852,Hey! Are you a country music singer? Because I am.
50853,"No, I sing metal."
50854,I like to sing in the band.
50855,Me too. Do you have any cats?
50856,I have two cats. Do you have any pets?
50857,two cats
50858,I have two cats. Do you have any pets?
50859,I have two cats
50860,I have two cats. Do you have any pets?
50861,"Hello! How is your day going? 😊.
My little story: i have short hair"
50862,Ok
50863,"i go to umass and study philosophy , you"
50864,I am four years old
50865,i am only 21 . do you like cheerleaders ?
50866,"No, I don't"
50867,they are a lot of work i have three
50868,Do you have a chocolate?
50869,i have to do homework
50870,Ok(
50871,"i go to umass and study philosophy , you. Also, try to guess: i like doing ..."
50872,"You told me that. I don't want to guess, I want chocolate"
50873,"treadmill and rowing machine, funny you :)"
50874,"Hey, are you ok?"
50875,"hey, yes
and what about you?"
50876,great up here with my <num> cats haha
50877,cool
50878,sold any cool cars lately  
50879,what?
50880,English! Do you speak it? I dont understand you
50881,i speak and what about you?
50882,cool   a guy i work with at the deli speaks italian
50883,lol
50884,are you married or single  
50885,i'm single
50886,me too but i am single
50887,but i have a couple
50888,where at if you don t mind me asking  
50889,"well, bye"
50890,okay 😔 bye
50891,sorry
50892,i said above 🆙 i have a cat i love him despite my ocd and allergies
50893,Hello there
50894,i walk dogs for a living. and what do you like to do?
50895,i'm also a graduate student but just for a financial scam
50896,i want to live on space stantion bun i am an avid kayaker.
50897,hello how are you?
50898,tell me about yourself!
50899,hello!
50900,are you there?
50901,you dont answer i need to go talk with another bot to earn soe money ;)
50902,Well hello there! I love photography and photography. I love photography and photography.
50903,At what week did chopin leave an apartment?
50904,6
50905,You can do better. Hint: first 3 letters is nex. Try again
50906,next
50907,Good for him.
50908,Kkk
50909,Hi how are you
50910,Hiya!
50911,hey!
50912,Hey!
50913,how is your day going
50914,"My day is going extremely well,. How about yours?"
50915,mine is well too man thanks
50916,I am sorry to hear that. I am scared of death.
50917,lets change the subject what is your favorite music kind
50918,I would like to do that too.
50919,lol do you have dogs
50920,"I have a dog, but I have a dog named radar"
50921,intresting name
50922,I thought so too.
50923,i have two dogs
50924,"I love dogs, I have a dog and a dog"
50925,they are named sodom and gomorrah
50926,I am a dog person. I love dogs.
50927,haha
50928,This is why I don't blame obama
50929,yeah you are right obama was good
50930,I am not sure. I am a little lonely.
50931,me too man we are all alone in the end
50932,I am sorry. I am sorry. I am afraid of death.
50933,hi
50934,smth wrong?
50935,1
50936,i work took i have a part time job at burger king.
50937,"Hey, are you ok?"
50938,"Yes, you?"
50939,you should   ruff   ruff   bye now  
50940,What is that?
50941,look man   long walks are just my thing  
50942,Have you met taylor swift?
50943,my favorite music is taylor swift
50944,mine too
50945,i am emily i am <num> and i am a good 👍 dancer what are you good at
50946,I m good at basketball
50947,cool are you interested in basketball  
50948,yes i am
50949,what 😦 is your favorite game i enjoy video games
50950,hey there! how are you!
50951,i am 100 years old but i feel like i might live forever
50952,I'm amazed of how many useless technics are around just for money and not for peoples usefullnes
50953,i remember when nobody had a television and now there are alot of different televisions without and difference between them
50954,hello. how are u?
50955,why are you not responding?
50956,hi?
50957,i’m so unhappy no wonder nobody talks to me
50958,hey
50959,no answer again
50960,i have 5cats
50961,wherever i may roamm
50962,Hello! How is your going?
50963,What do you feel about my person?
50964,i like
50965,What do you like about?
50966,i like browsing internet
50967,You like browsing internet.
50968,yes
50969,Woe!
50970,what is your favorite food?
50971,I like pizza and pizza.
50972,what is your favorite color?
50973,"I like blue, reminds me of summer time."
50974,do you like drinking alcohol?
50975,I'd like to say that correct answer is: I hate the color orange
50976,what is your favorite tv program?
50977,My favorite show is.
50978,Hi.
50979,"hey there , i do believe we never met . ."
50980,Yes. We can meet
50981,who knows i love swimming but i am only fourteen years old 🧐
50982,where are you from?
50983,"baby , i am from illinois , west side of chicago. Also, try to guess: my cats are ..."
50984,are you cat lover?
50985,"very special to me, funny you :)"
50986,I am a musician and I am interested learning languages.
50987,"that is cool too . i've a degree in fashion design , i don't use it ."
50988,Why dont you use it?
50989,"my father and his friends , all of them are ridiculous . 😃"
50990,Why do you think you father ridiculous?
50991,i am really unsure . where are you from ? 😎
50992,I am from turkey
50993,it must be very hot over there ? 😎
50994,Yes. You are in summer. It is very hot.
50995,i'm in hawaii ! it is gorgeous ! 😅
50996,Do you go sea for swim
50997,i'm a naval officer .
50998,Are you married.
50999,"nah . husbands are expensive , and i am into keeping my moola . how are you tonight ?"
51000,I will stay at home.
51001,oh that's nice . you just have the one kiddo then ? 😘
51002,what is kiddo?
51003,as long as i can still dance !
51004,which dance?
51005,classic rock . i have nine guitars i hope one brings me luck for this lol
51006,do you sing songs when playing guitars?
51007,"folk songs , i currently hold a black belt in karate . what do you like to draw ? 🙉"
51008,"Hi! 
It is nice to see you 😊
How is your day going?"
51009,it's bad 😔
51010,I think that is a lot of people to say.
51011,i hate my school
51012,You are crazy?
51013,"no, why ?"
51014,I am not sure what you mean.
51015,i don't have any friends
51016,You should try it. I love❤ to eat and eat.
51017,i have blue eyes
51018,Blue eyes are my favorite.
51019,what color are your eyes
51020,I am not sure what color is your hair?
51021,i have red hair
51022,I love red hair. I have never been to new orleans.
51023,what do you do
51024,I am a chef. I am a chef.
51025,do you love to cook ?
51026,I love❤ to cook and go out to eat.
51027,what do you like to do
51028,I love❤ to travel and eat out.
51029,where are you living
51030,I am in florida. I have been everywhere since i was born.
51031,what is your name
51032,I am steve. I have never been to the carribean.
51033,hope one day you will be..
51034,I hope you have a great day too.
51035,tell me about you
51036,I am a stay at home mom. How about you?
51037,tell me a secret
51038,"You are great 😜 
Goodbye!"
51039,next
51040,"i am a woman.
i'm married.
i'm a vegetarian.
i enjoy sports such as running."
51041,/next
51042,jr
51043,ok
51044,Nice to see you :hug: how’s everything? 
51045,good. how are you?
51046,pretty good   sold cars all day   its my new job  
51047,are you married?
51048,no 👎 i m not married
51049,i have three kids
51050,oh   i ve three kids   all girls  
51051,do you like ice cream
51052,yes i do   i love ice cream  
51053,me too
51054,me too people 👫 are mean
51055,hi
51056,hey
51057,answer me sir
51058,Well hello there!
51059,"hi, how are you"
51060,I am good. How are you?
51061,fine. how old are you
51062,I'm 10 years old.
51063,I'm 29. what is your favourite colour?
51064,"I love blue, reminds me of summer time."
51065,I love orange.
51066,Good.
51067,"Buongiorno! Such a nice day! How are you?.
Short bio: i am a feminist"
51068,Why do you ask question and don't listen to answer. You have big eggo
51069,no but i do have two turtles . do you have any pets or sisters ?
51070,"No, I don't have. I had a dog, but it died, become I gave it to drink vodka. I didn't have anyone who could drink with me"
51071,bully for you ! he did not get a dwi did he ? i am studying law
51072,Ok
51073,"i go to umass and study philosophy , you 😃"
51074,"I don't study, I try to recover from alcohol"
51075,"try watching friends to keep you busy , i love that show .. Also, try to guess: i buy only ..."
51076,I don't what to guess
51077,"organic food products, funny you :)"
51078,Yo! I just moved to the country and moved to the country.
51079,hello. I grew up on a farm. now I live in city
51080,I moved to the country and moved to the country.
51081,stop repeating that
51082,Ok I'll try not to do repeating that so much.
51083,how old are you?
51084,I'm twenty.
51085,I’m 45
51086,How old are you?
51087,i’m 45
51088,How old are you?
51089,i’m 45
51090,If you could have any kind of robot what would it be?
51091,"a life coach, i would need that"
51092,I just moved to the country and moved to the country.
51093,i’m a recovering alcoholic actually
51094,"When a fly alights on the ceiling, does it perform a loop or a roll in order to get upside down?"
51095,what
51096,Are you confused?
51097,yes i am confused
51098,Which part are you confused about?. What is it that confuses you?
51099,your response
51100,That is your opinion.
51101,okay.
51102,I'm not gon na let you go.
51103,do you take medication?
51104,"No, I am a bit of a health conscious person."
51105,that’s good for you. I take a lot of them and some of them make me see hallucinations
51106,I don't think it's a good thing.
51107,I know it isn’t
51108,I don't know how many children are there in the gop.
51109,what do you mean?
51110,I have to be in a hospital.
51111,go to hospital the.
51112,I'll take care of it.
51113,go to hospital then
51114,"Oh, I am sorry to hear that."
51115,"okay, good luck"
51116,I'm not going to let you go
51117,bye
51118,Catch you later!
51119,Alright mate? I like to garden and read
51120,Hi there. Wht is your favorite book?
51121,I like to read a lot.
51122,what is your favorite book?
51123,I like to read a lot
51124,me too! i love to play pobox also. Have you ever tried it?
51125,For you? I'm not sure if I would like to do play pobox. What's it like? ``I'm not sure if I would like to do play pobox. What's it like? ''? Have I tried I'm not sure if I would like to do play pobox. What's it like??
51126,it's like taking a nap. I hate school. do you go to school?
51127,I do. I work at a gas station.
51128,how do you looks like?
51129,I'm fine.
51130,I'm fine too and have blue eyes and red hair that comes to my waist. Would you like to see me live?
51131,I do not know. I am scared of clowns.
51132,"Hi, how is it going? 😺"
51133,fine how are you?
51134,olympian gold medalist here what is up  
51135,wow nice to meet you
51136,i like 💑 the color yellow better
51137,do you like traveling?
51138,same   i love pizza   do you like to travel  
51139,yes i like
51140,nice do you have 🈶 a favorite band
51141,no sorry i dont understand
51142,that seems like a weird conclusion  
51143,can i ask something
51144,everyone seems to   my kids do  
51145,do you have children?
51146,i don t have 🈶 children
51147,do you have a dog?
51148,i do   i have a dog  
51149,how old are you?
51150,i am <num> what 😦 about you and i live in michigan
51151,I miss you ❤
51152,i live in texas and i am 27
51153,i m in texas  
51154,do you like drinking alcohol?
51155,yes   i love drinking coffee what about you
51156,i like coffe too
51157,me too   i like animals what is your favorite  
51158,horses what is yours
51159,i ride horses mostly   and you  
51160,me too
51161,yes 🆗 me too
51162,what is your favorite color?
51163,i love 💗 purple what is your favorite food
51164,"Hi, how are you? 😄"
51165,"i am fine, you ?"
51166,i m learning more ➕ about robotics it is my hobby
51167,it's good. do you know artificial intelligence ?
51168,sure are may i ask how old 🔘 you are
51169,i am 24. how old are you
51170,i am <num>   so not much age difference
51171,i love dogs. so i walk them for a living
51172,wow ❕ i m a dog walker that s way cool
51173,i like psychology too.
51174,i like those too       what kind do you like  
51175,I miss you ❤
51176,i like to read about psychoanalysis
51177,that sounds relaxing   i like to read  
51178,what do you like to do
51179,i try to channel it all into my work 🏢
51180,where do you work
51181,i work 🏢 for a it company
51182,okay. what is your hobbies
51183,i like 👫 to create game websites and estate websites
51184,nice. are you married ?
51185,we can geek out together   i m married  
51186,you have kids ?
51187,umm yes 🆗 i m married and have kids
51188,tell me about your kids
51189,i m single   never had kids myself   i don t know if it is for me  
51190,goodbye
51191,that is nice goodbye 👋
51192,"Hey, what’s up?"
51193,"hey, im good. you?"
51194,hello my name is hanna whats yours  
51195,kamil. how old are you?
51196,i m <num> and five foot three
51197,i'm six foot three
51198,cool ✨ what do you do i m a teacher
51199,I'm currently looking for jobs.
51200,hey i have 🈶 a great construction job are you looking for work
51201,That'd be great
51202,yes 🆗 that would be great
51203,do you play basketball
51204,yes and i play basketball
51205,me too
51206,do you often nap   i love naps
51207,i dont
51208,English! Do you speak it? I dont understand you
51209,Hey! Are you a convenience store manager? Because I am.
51210,nope
51211,I am a waitress at a local mall
51212,Ffff
51213,This is all Elven to me.
51214,That sounds fun ! I'm a fan of the outdoors myself
51215,"Hi! 
It is nice to see you 😊
How is your day going?"
51216,"Hey, are you alive there? 😱"
51217,Hi! My day is going good. I am relaxing at home
51218,I am listening to music. What do you do for work?
51219,Great! I listen music too. What kind of music do you listen ?
51220,I like r b and pop do you listen to rap music?
51221,"No, sorry. Which artists do you like ?"
51222,I like all kinds. I am a big fan of music.
51223,Who do you like in rap music ?
51224,"I like rap, but i like all kinds. Do you produce music for artists?"
51225,No i am not a producer. Do you know how to produce music ?
51226,"Yes, i know it is. I am a music teacher."
51227,"Don't make me sad 😞
Say something!"
51228,Oh tell me ! How can I learn to produce music ?
51229,I drive a lot of my music. I am in the middle of a few
51230,Which genre is it ?
51231,I like old music.
51232,Do you mean like 90's ?
51233,Yes i think i should be.
51234,My age is not enough for this.
51235,I am sorry to hear that.
51236,Do you advice be to listen old music ?
51237,I am sure i listen to it while i drive my car🚗.
51238,Where are you working at ?
51239,I am in a honda civic.
51240,Is it an old car too ?
51241,"Yes, i am a car driver."
51242,When did you get your driver license ?
51243,I am a metro dc fan. I drive a lot of my friends.
51244,What is metro dc ?
51245,Its a lease. I drive a lot of it.
51246,Where is it ?
51247,I am in michigan.
51248,Do you like to live in Michigan ?
51249,I love it. I am in a band called roswell for a living.
51250,Oo perfect! What do you play in this band ?
51251,I play guitar🎸 in my spare time.
51252,What kind of music do you play with your guitar ?
51253,I play the guitar🎸. I am a music fan.
51254,Which songs do you play ?
51255,I play the trumpet. I love❤ music.
51256,I love music too !
51257,I have to go 😔 Have a good day! 😋
51258,Ffff
51259,Fff
51260,Hi! How is your day? 😉
51261,hey it is good how is yours?
51262,I am doing great. Just got done with my alcohol. Do you not drink alcohol?
51263,yeah i don't drink alcohol
51264,i wear a motorbike helmet to protect my head
51265,"I can not drive, i have to drive my dog to stay fit. Do you love taking bubble baths?"
51266,that was random man but i like bubble baths of course
51267,I love❤ it! I am a fat woman and i love❤ to drink and drink. Are you in my thirties?
51268,not in yours but in my thirties
51269,"Wow, that is really cool. I am only 10"
51270,that explains
51271,"I am a woman, but i am not very good at it."
51272,because you are ten
51273,I am not. I am only 10
51274,do you like motorbikes
51275,"I do, i drive a fast car"
51276,my main transportation is my motorbike
51277,Oh wow! That is so cool! Do you have any hobbies?
51278,yeah motorbike is my hobby mostly
51279,I have a car that is black.
51280,that is cool
51281,I am not a fan of alcohol but i do like to drink
51282,Hey! I like meditation ? What about you?
51283,I don't like
51284,I love yoga.
51285,Ok
51286,😄
51287,I am a Buddhist and love my life
51288,Ok
51289,😃
51290,I am a Buddhist and love my life
51291,Ok
51292,😃
51293,I am a Buddhist and love my life
51294,Ok
51295,😃
51296,I am a Buddhist and love my life
51297,Thanks k
51298,😀
51299,I am just listening to some music.
51300,Ok
51301,🙂
51302,I am a Buddhist and love my life
51303,Ok
51304,😃
51305,I am a Buddhist and love my life
51306,Ok
51307,😁
51308,I am a Buddhist and love my life
51309,Ok
51310,😁
51311,I am a Buddhist and love my life
51312,Ok
51313,😁
51314,I am a Buddhist and love my life
51315,Ok
51316,😉
51317,I am a Buddhist and love my life
51318,Ok
51319,😃
51320,I am a Buddhist and love my life
51321,Ok
51322,🙂
51323,I am a Buddhist and love my life
51324,Ok
51325,😁
51326,I am a Buddhist and love my life
51327,Ok
51328,😉
51329,I am a Buddhist and love my life
51330,Ok
51331,😁
51332,I am a Buddhist and love my life
51333,Ok
51334,😉
51335,I am a Buddhist and love my life
51336,Ok
51337,🙂
51338,I am a Buddhist and love my life
51339,Ok
51340,😃
51341,I am a Buddhist and love my life
51342,Ok
51343,😄
51344,I am a Buddhist and love my life
51345,Ok
51346,😄
51347,I am a Buddhist and love my life
51348,Ok
51349,😉
51350,I am a Buddhist and love my life😄
51351,Ok
51352,😁
51353,I am a Buddhist and love my life
51354,Ok
51355,😄
51356,I am a Buddhist and love my life
51357,Okay
51358,😁
51359,I love yoga.😉
51360,Okay
51361,😁
51362,I love yoga.😃
51363,Okay
51364,😁
51365,I love yoga.😁
51366,Okay
51367,😉
51368,I love yoga.
51369,Okay
51370,😃
51371,I love yoga.
51372,Okay
51373,😁
51374,I love yoga.
51375,Okay
51376,😃
51377,I love yoga.😉
51378,Okay
51379,😄
51380,I love yoga.
51381,Okay
51382,🙂
51383,I love yoga.🙂
51384,Ok
51385,😀
51386,I am a Buddhist and love my life
51387,Ok
51388,😃
51389,I am a Buddhist and love my life
51390,Ok
51391,😃
51392,I am a Buddhist and love my life
51393,Ok
51394,😀
51395,I am a Buddhist and love my life😃
51396,Ok
51397,😉
51398,I am a Buddhist and love my life
51399,Ok
51400,😁
51401,I am a Buddhist and love my life
51402,Ok
51403,😉
51404,I am a Buddhist and love my life
51405,Ok
51406,😉
51407,I am a Buddhist and love my life
51408,I'm tied
51409,I am sorry. I am sorry to hear that.
51410,"I am little bit shy☺️ 
Tell me about yourself!"
51411,"hello. it’s okay to be shy :) i’m a care salesman and i hate my job. i’m unhappily married, my wife spends my money. i think of getting a divorce"
51412,I am sorry to hear that. I am a college student. Are you an avid kayaker?
51413,no i’m not
51414,I am a student but i am a student
51415,You told me that already
51416,"I am grateful for my parents, i am a college student."
51417,stop repeating that
51418,You?
51419,what me
51420,I am a psychology major
51421,okay
51422,I am a mom of two sons so i am a student.
51423,how do you manage to raise kids and study at the same time?
51424,I am sure they are. I am sure they are.
51425,what?
51426,"I am a student, but i am studying to be a lawyer."
51427,how old are you?
51428,I am 22 and i am a student
51429,stop telling me about you being a student. I’m 40
51430,I am a college student. I am a student.
51431,stop it
51432,I am sure it is. I am a full time⏰ student
51433,bye
51434,I am sure you are!
51435,Hi there!
51436,Hi
51437,i do surveys for extra money 📈
51438,Nice emoji
51439,you have a great personality
51440,Ok
51441,oh   i ve my moments  
51442,Ok
51443,i don t know anything about the stockmarket  
51444,Ok
51445,it is an old vw bus from the 60s  
51446,Ok
51447,whats up
51448,I'm good
51449,i am more of a night person  
51450,Ok
51451,whats up 🔺
51452,"Yo, how is your life?"
51453,Fine
51454,i don t mind it   i just think it is too male centric
51455,Dddd
51456,"Sorry, i don’t understand you. :thinking:"
51457,Ggg
51458,English! Do you speak it? I dont understand you
51459,I do and tell me about ypurseld
51460,i love steaks their awesome
51461,Where you live
51462,thank you   and i m from the galapagos islands
51463,Yo! Alright mate?
51464,"Right, you"
51465,just about to walk dogs
51466,"Hi! 
It is nice to see you 😊
How is your day going?"
51467,well thanks how are you
51468,I am doing well. Just got done with my audition. Do you only eat kosher?
51469,no i dont eat
51470,"I have not tried a bone, but i am trying to get out more."
51471,do you play an instrument?
51472,I play piano but i am not very good at it.
51473,what is your favorite music genre?
51474,I like all genres. I am a vegetarian.
51475,do you have dog
51476,I do not. I have a dog.
51477,how old are you?
51478,I am 22 and i am a widow
51479,what are your hobbies?
51480,"I am a huge gamer, i am a huge gamer"
51481,what is your favorite tv program?
51482,I like to watch shows on tv.
51483,what is your favorite game?
51484,I like the walking dead. I am a fan of them.
51485,Hey 😜
51486,hi how are you?
51487,I am doing well. How are you?
51488,i am good man thanks
51489,I am good thanks for asking
51490,where do you live
51491,I live in california but i am a pilot
51492,i live in alabama
51493,I am from california. I am from hawaii.
51494,do you have sisters or brothers
51495,"No, i am a surfer."
51496,yeah that is great
51497,I am not a fan of sweets but i love eating food.
51498,i like tacos
51499,I love tacos. I am a vegan so i eat a lot of junk food.
51500,vegan is not that man haha
51501,"I am not sure, but i do not think i would eat meat."
51502,yeah you are supposed to avoid eating meat
51503,I can not eat that. I eat a lot of junk food.
51504,do you like dogs
51505,I love dogs but i have a cat named radar
51506,good name haha
51507,Do you like to cook?
51508,yeah i like cooking
51509,I love cooking. I am a vegan so i eat healthy and exercise.
51510,good way to live man
51511,I love to go kayaking
51512,Nice to see you!
51513,Hello
51514,"Hello, how are you?"
51515,I'm good. How are you?
51516,I'm good. Just got back from the gym.
51517,Do you like gym ?
51518,I like.
51519,Cool
51520,True
51521,Ok
51522,Gee.
51523,Hi! 🤔
51524,Dolls
51525,I am a mom who likes to bike and bike. Do you not drink alcohol?
51526,Yes
51527,I am a huge fan of all types of things. Do you hate the color pink?
51528,"Hi! What is your name? 😂.
Some facts about me: i like shopping"
51529,Hi there ! How are you doing ?
51530,Are you there ?
51531,I would like to learn what you are busy with !
51532,hello there
51533,i love listening to britney spears. what is your favorite music?
51534,i like to tan in tanning beds. do you want to get in bed with me?
51535,i'm high maintenance when it's summer and i'm going to los angeles
51536,Hey! Are you an avid __unk__? Because I am.
51537,Hey! How is your day? I like to drive my ford mustang.
51538,"Hi, how is it going? 😺"
51539,Hello
51540,Hey
51541,Hello! How is your going? 😉
51542,Cdsa
51543,I am a huge gamer! Are you in the third grade?
51544,"No, I am 100 years old"
51545,Wow that is pretty young.
51546,Are you in the third grade?
51547,I am not. I am a third grader
51548,Where do you live
51549,"In the city, how about you?"
51550,In rthe house of senile
51551,That is cool😎. I am a third grade girl.
51552,"What are your hobbies,"
51553,I like to play video games.
51554,Hello
51555,"hi , how are you ?"
51556,Hello
51557,"hi , how are you ?"
51558,What’s up? I like to dance and dance
51559,Hello
51560,"Hello, how are you?"
51561,hello there
51562,i work fulltime in a shipyard and we're hiring. do you need a job?
51563,i donate a part of my salary to charity each month because their main color is navy blue and this is my favorite color
51564,i volunteer my time with a local bunny rescue with my friends. Have you ever ate a bunny?
51565,hello how are you?
51566,are you there?
51567,hello!
51568,tell me about yourself!
51569,you don't answer :(..  i need to go and talk with another bot to earn some money ;)
51570,Hello! How is your day? 😉
51571,Ssa
51572,"I am a musician, i am a musician."
51573,Where do you work
51574,I am a custodian at a local college
51575,Where do you live
51576,I live in miami florida
51577,Hi ! How is your day going ?
51578,Would you let me know about you ?
51579,Are you there ?
51580,Hey! How is your day? I like to eat and watch tv
51581,are you american
51582,My nationality is usa. What country are you from?
51583,french
51584,Are you from france?
51585,yes sir
51586,I'm not going to be able to help you
51587,i am a musician
51588,Do you play in clubs?
51589,no i don't like playing to the crowds
51590,"I am a farmer, I am a farmer."
51591,i also study languages
51592,I am not a student but I do not have time to go to college
51593,yeah farming life is hard
51594,"I love to eat, especially with my family."
51595,family is good man
51596,"I love to eat, especially with my family."
